,chr,start,end
11305,chr9,16064000,16076800
11306,chr9,16076800,16089600
11307,chr9,16089600,16102400
11308,chr9,16102400,16115200
11309,chr9,16115200,16128000
11310,chr9,16128000,16140800
11311,chr9,16140800,16153600
11312,chr9,16153600,16166400
11313,chr9,16166400,16179200
11314,chr9,16179200,16192000
11315,chr9,16192000,16204800
11316,chr9,16204800,16217600
11317,chr9,16217600,16230400
11318,chr9,16230400,16243200
11319,chr9,16243200,16256000
11320,chr9,16256000,16268800
11321,chr9,16268800,16281600
11322,chr9,16281600,16294400
11323,chr9,16294400,16307200
11324,chr9,16307200,16320000
11325,chr9,16320000,16332800
11326,chr9,16332800,16345600
11327,chr9,16345600,16358400
11328,chr9,16358400,16371200
11329,chr9,16371200,16384000
11330,chr9,16384000,16396800
11331,chr9,16396800,16409600
11332,chr9,16409600,16422400
11333,chr9,16422400,16435200
11334,chr9,16435200,16448000
11335,chr9,16448000,16460800
11336,chr9,16460800,16473600
11337,chr9,16473600,16486400
11338,chr9,16486400,16499200
11339,chr9,16499200,16512000
11340,chr9,16524800,16537600
11341,chr9,16537600,16550400
11342,chr9,16550400,16563200
11343,chr9,16563200,16576000
11344,chr9,16576000,16588800
11345,chr9,16601600,16614400
11346,chr9,16614400,16627200
11347,chr9,16627200,16640000
11348,chr9,16640000,16652800
11349,chr9,16652800,16665600
11350,chr9,16665600,16678400
11351,chr9,16678400,16691200
11352,chr9,16691200,16704000
11353,chr9,16704000,16716800
11354,chr9,16716800,16729600
11355,chr9,16729600,16742400
11356,chr9,16742400,16755200
11357,chr9,16755200,16768000
11358,chr9,16768000,16780800
11359,chr9,16780800,16793600
11360,chr9,16793600,16806400
11361,chr9,16806400,16819200
11362,chr9,16819200,16832000
11363,chr9,16832000,16844800
11364,chr9,16844800,16857600
11365,chr9,16857600,16870400
11366,chr9,16870400,16883200
11367,chr9,16883200,16896000
11368,chr9,16896000,16908800
11369,chr9,16908800,16921600
11370,chr9,16921600,16934400
11371,chr9,16934400,16947200
11372,chr9,16947200,16960000
11373,chr9,16960000,16972800
11374,chr9,16972800,16985600
11375,chr9,16985600,16998400
11376,chr9,16998400,17011200
11377,chr9,17011200,17024000
11378,chr9,17024000,17036800
11379,chr9,17036800,17049600
11380,chr9,17049600,17062400
11381,chr9,17062400,17075200
11382,chr9,17075200,17088000
11383,chr9,17088000,17100800
11384,chr9,17100800,17113600
11385,chr9,17113600,17126400
11386,chr9,17126400,17139200
11387,chr9,17139200,17152000
11388,chr9,17152000,17164800
11389,chr9,17164800,17177600
11390,chr9,17177600,17190400
11391,chr9,17190400,17203200
11392,chr9,17203200,17216000
11393,chr9,17216000,17228800
11394,chr9,17228800,17241600
11395,chr9,17241600,17254400
11396,chr9,17267200,17280000
11397,chr9,17292800,17305600
11398,chr9,17305600,17318400
11399,chr9,17344000,17356800
11400,chr9,17356800,17369600
11401,chr9,17369600,17382400
11402,chr9,17382400,17395200
11403,chr9,17395200,17408000
11404,chr9,17408000,17420800
11405,chr9,17420800,17433600
11406,chr9,17433600,17446400
11407,chr9,17446400,17459200
11408,chr9,17459200,17472000
11409,chr9,17472000,17484800
11410,chr9,17484800,17497600
11411,chr9,17497600,17510400
11412,chr9,17510400,17523200
11413,chr9,17523200,17536000
11414,chr9,17548800,17561600
11415,chr9,17561600,17574400
11416,chr9,17574400,17587200
11417,chr9,17587200,17600000
11418,chr9,17600000,17612800
11419,chr9,17612800,17625600
11420,chr9,17625600,17638400
11421,chr9,17638400,17651200
11422,chr9,17651200,17664000
11423,chr9,17664000,17676800
11424,chr9,17676800,17689600
11425,chr9,17689600,17702400
11426,chr9,17702400,17715200
11427,chr9,17715200,17728000
11428,chr9,17728000,17740800
11429,chr9,17740800,17753600
11430,chr9,17779200,17792000
11431,chr9,17792000,17804800
11432,chr9,17804800,17817600
11433,chr9,17817600,17830400
11434,chr9,17830400,17843200
11435,chr9,17843200,17856000
11436,chr9,17856000,17868800
11437,chr9,17868800,17881600
11438,chr9,17881600,17894400
11439,chr9,17894400,17907200
11440,chr9,17920000,17932800
11441,chr9,17932800,17945600
11442,chr9,17958400,17971200
11443,chr9,17971200,17984000
11444,chr9,17984000,17996800
11445,chr9,17996800,18009600
11446,chr9,18009600,18022400
11447,chr9,18022400,18035200
11448,chr9,18035200,18048000
11449,chr9,18048000,18060800
11450,chr9,18060800,18073600
11451,chr9,18073600,18086400
11452,chr9,18086400,18099200
11453,chr9,18099200,18112000
11454,chr9,18112000,18124800
11455,chr9,18124800,18137600
11456,chr9,18137600,18150400
11457,chr9,18150400,18163200
11458,chr9,18163200,18176000
11459,chr9,18176000,18188800
11460,chr9,18188800,18201600
11461,chr9,18201600,18214400
11462,chr9,18214400,18227200
11463,chr9,18227200,18240000
11464,chr9,18240000,18252800
11465,chr9,18252800,18265600
11466,chr9,18265600,18278400
11467,chr9,18278400,18291200
11468,chr9,18291200,18304000
11469,chr9,18304000,18316800
11470,chr9,18316800,18329600
11471,chr9,18329600,18342400
11472,chr9,18342400,18355200
11473,chr9,18355200,18368000
11474,chr9,18368000,18380800
11475,chr9,18380800,18393600
11476,chr9,18393600,18406400
11477,chr9,18406400,18419200
11478,chr9,18419200,18432000
11479,chr9,18432000,18444800
11480,chr9,18444800,18457600
11481,chr9,18457600,18470400
11482,chr9,18470400,18483200
11483,chr9,18483200,18496000
11484,chr9,18496000,18508800
11485,chr9,18508800,18521600
11486,chr9,18521600,18534400
11487,chr9,18534400,18547200
11488,chr9,18547200,18560000
11489,chr9,18560000,18572800
11490,chr9,18572800,18585600
11491,chr9,18585600,18598400
11492,chr9,18598400,18611200
11493,chr9,18611200,18624000
11494,chr9,18624000,18636800
11495,chr9,18649600,18662400
11496,chr9,18662400,18675200
11497,chr9,18675200,18688000
11498,chr9,18688000,18700800
11499,chr9,18726400,18739200
11500,chr9,18739200,18752000
11501,chr9,18752000,18764800
11502,chr9,18764800,18777600
11503,chr9,18777600,18790400
11504,chr9,18790400,18803200
11505,chr9,18803200,18816000
11506,chr9,18816000,18828800
11507,chr9,18854400,18867200
11508,chr9,18867200,18880000
11509,chr9,18880000,18892800
11510,chr9,18892800,18905600
11511,chr9,18905600,18918400
11512,chr9,18918400,18931200
11513,chr9,18931200,18944000
11514,chr9,18944000,18956800
11515,chr9,18956800,18969600
11516,chr9,18969600,18982400
11517,chr9,18982400,18995200
11518,chr9,18995200,19008000
11519,chr9,19008000,19020800
11520,chr9,19020800,19033600
11521,chr9,19033600,19046400
11522,chr9,19046400,19059200
11523,chr9,19059200,19072000
11524,chr9,19072000,19084800
11525,chr9,19084800,19097600
11526,chr9,19097600,19110400
11527,chr9,19110400,19123200
11528,chr9,19123200,19136000
11529,chr9,19136000,19148800
11530,chr9,19148800,19161600
11531,chr9,19161600,19174400
11532,chr9,19174400,19187200
11533,chr9,19187200,19200000
11534,chr9,19200000,19212800
11535,chr9,19212800,19225600
11536,chr9,19225600,19238400
11537,chr9,19238400,19251200
11538,chr9,19251200,19264000
11539,chr9,19264000,19276800
11540,chr9,19276800,19289600
11541,chr9,19289600,19302400
11542,chr9,19302400,19315200
11543,chr9,19315200,19328000
11544,chr9,19328000,19340800
11545,chr9,19340800,19353600
11546,chr9,19353600,19366400
11547,chr9,19366400,19379200
11548,chr9,19379200,19392000
11549,chr9,19392000,19404800
11550,chr9,19404800,19417600
11551,chr9,19417600,19430400
11552,chr9,19430400,19443200
11553,chr9,19443200,19456000
11554,chr9,19456000,19468800
11555,chr9,19468800,19481600
11556,chr9,19481600,19494400
11557,chr9,19494400,19507200
11558,chr9,19507200,19520000
11559,chr9,19520000,19532800
11560,chr9,19545600,19558400
11561,chr9,19558400,19571200
11562,chr9,19571200,19584000
11563,chr9,19584000,19596800
11564,chr9,19596800,19609600
11565,chr9,19609600,19622400
11566,chr9,19622400,19635200
11567,chr9,19635200,19648000
11568,chr9,19648000,19660800
11569,chr9,19660800,19673600
11570,chr9,19673600,19686400
11571,chr9,19686400,19699200
11572,chr9,19699200,19712000
11573,chr9,19712000,19724800
11574,chr9,19724800,19737600
11575,chr9,19737600,19750400
11576,chr9,19750400,19763200
11577,chr9,19763200,19776000
11578,chr9,19776000,19788800
11579,chr9,19788800,19801600
11580,chr9,19801600,19814400
11581,chr9,19814400,19827200
11582,chr9,19827200,19840000
11583,chr9,19840000,19852800
11584,chr9,19852800,19865600
11585,chr9,19865600,19878400
11586,chr9,19878400,19891200
11587,chr9,19891200,19904000
11588,chr9,19904000,19916800
11589,chr9,19916800,19929600
11590,chr9,19955200,19968000
11591,chr9,19968000,19980800
11592,chr9,19993600,20006400
11593,chr9,20006400,20019200
11594,chr9,20019200,20032000
11595,chr9,20044800,20057600
11596,chr9,20057600,20070400
11597,chr9,20070400,20083200
11598,chr9,20083200,20096000
11599,chr9,20108800,20121600
11600,chr9,20121600,20134400
11601,chr9,20134400,20147200
11602,chr9,20147200,20160000
11603,chr9,20160000,20172800
11604,chr9,20172800,20185600
11605,chr9,20185600,20198400
11606,chr9,20198400,20211200
11607,chr9,20211200,20224000
11608,chr9,20224000,20236800
11609,chr9,20236800,20249600
11610,chr9,20249600,20262400
11611,chr9,20262400,20275200
11612,chr9,20275200,20288000
11613,chr9,20288000,20300800
11614,chr9,20300800,20313600
11615,chr9,20313600,20326400
11616,chr9,20326400,20339200
11617,chr9,20339200,20352000
11618,chr9,20352000,20364800
11619,chr9,20364800,20377600
11620,chr9,20377600,20390400
11621,chr9,20390400,20403200
11622,chr9,20403200,20416000
11623,chr9,20416000,20428800
11624,chr9,20428800,20441600
11625,chr9,20441600,20454400
11626,chr9,20454400,20467200
11627,chr9,20467200,20480000
11628,chr9,20480000,20492800
11629,chr9,20492800,20505600
11630,chr9,20505600,20518400
11631,chr9,20518400,20531200
11632,chr9,20531200,20544000
11633,chr9,20544000,20556800
11634,chr9,20556800,20569600
11635,chr9,20569600,20582400
11636,chr9,20582400,20595200
11637,chr9,20595200,20608000
11638,chr9,20608000,20620800
11639,chr9,20620800,20633600
11640,chr9,20633600,20646400
11641,chr9,20646400,20659200
11642,chr9,20659200,20672000
11643,chr9,20672000,20684800
11644,chr9,20684800,20697600
11645,chr9,20697600,20710400
11646,chr9,20710400,20723200
11647,chr9,20723200,20736000
11648,chr9,20736000,20748800
11649,chr9,20748800,20761600
11650,chr9,20761600,20774400
11651,chr9,20774400,20787200
11652,chr9,20787200,20800000
11653,chr9,20800000,20812800
11654,chr9,20812800,20825600
11655,chr9,20825600,20838400
11656,chr9,20838400,20851200
11657,chr9,20851200,20864000
11658,chr9,20864000,20876800
11659,chr9,20876800,20889600
11660,chr9,20889600,20902400
11661,chr9,20902400,20915200
11662,chr9,20915200,20928000
11663,chr9,20928000,20940800
11664,chr9,20940800,20953600
11665,chr9,20953600,20966400
11666,chr9,20966400,20979200
11667,chr9,20979200,20992000
11668,chr9,20992000,21004800
11669,chr9,21004800,21017600
11670,chr9,21017600,21030400
11671,chr9,21030400,21043200
11672,chr9,21043200,21056000
11673,chr9,21056000,21068800
11674,chr9,21068800,21081600
11675,chr9,21081600,21094400
11676,chr9,21094400,21107200
11677,chr9,21107200,21120000
11678,chr9,21120000,21132800
11679,chr9,21132800,21145600
11680,chr9,21145600,21158400
11681,chr9,21158400,21171200
11682,chr9,21171200,21184000
11683,chr9,21184000,21196800
11684,chr9,21196800,21209600
11685,chr9,21235200,21248000
11686,chr9,21248000,21260800
11687,chr9,21260800,21273600
11688,chr9,21273600,21286400
11689,chr9,21286400,21299200
11690,chr9,21299200,21312000
11691,chr9,21312000,21324800
11692,chr9,21324800,21337600
11693,chr9,21337600,21350400
11694,chr9,21350400,21363200
11695,chr9,21363200,21376000
11696,chr9,21376000,21388800
11697,chr9,21388800,21401600
11698,chr9,21401600,21414400
11699,chr9,21414400,21427200
11700,chr9,21427200,21440000
11701,chr9,21440000,21452800
11702,chr9,21452800,21465600
11703,chr9,21465600,21478400
11704,chr9,21478400,21491200
11705,chr9,21491200,21504000
11706,chr9,21504000,21516800
11707,chr9,21516800,21529600
11708,chr9,21542400,21555200
11709,chr9,21568000,21580800
11710,chr9,21580800,21593600
11711,chr9,21593600,21606400
11712,chr9,21606400,21619200
11713,chr9,21619200,21632000
11714,chr9,21632000,21644800
11715,chr9,21644800,21657600
11716,chr9,21657600,21670400
11717,chr9,21670400,21683200
11718,chr9,21683200,21696000
11719,chr9,21696000,21708800
11720,chr9,21708800,21721600
11721,chr9,21721600,21734400
11722,chr9,21734400,21747200
11723,chr9,21747200,21760000
11724,chr9,21760000,21772800
11725,chr9,21772800,21785600
11726,chr9,21785600,21798400
11727,chr9,21798400,21811200
11728,chr9,21811200,21824000
11729,chr9,21824000,21836800
11730,chr9,21836800,21849600
11731,chr9,21849600,21862400
11732,chr9,21862400,21875200
11733,chr9,21875200,21888000
11734,chr9,21888000,21900800
11735,chr9,21900800,21913600
11736,chr9,21913600,21926400
11737,chr9,21926400,21939200
11738,chr9,21939200,21952000
11739,chr9,21952000,21964800
11740,chr9,21964800,21977600
11741,chr9,21977600,21990400
11742,chr9,21990400,22003200
11743,chr9,22003200,22016000
11744,chr9,22016000,22028800
11745,chr9,22028800,22041600
11746,chr9,22041600,22054400
11747,chr9,22054400,22067200
11748,chr9,22067200,22080000
11749,chr9,22105600,22118400
11750,chr9,22118400,22131200
11751,chr9,22131200,22144000
11752,chr9,22144000,22156800
11753,chr9,22156800,22169600
11754,chr9,22169600,22182400
11755,chr9,22182400,22195200
11756,chr9,22195200,22208000
11757,chr9,22208000,22220800
11758,chr9,22220800,22233600
11759,chr9,22233600,22246400
11760,chr9,22246400,22259200
11761,chr9,22259200,22272000
11762,chr9,22272000,22284800
11763,chr9,22284800,22297600
11764,chr9,22297600,22310400
11765,chr9,22310400,22323200
11766,chr9,22323200,22336000
11767,chr9,22361600,22374400
11768,chr9,22374400,22387200
11769,chr9,22387200,22400000
11770,chr9,22400000,22412800
11771,chr9,22412800,22425600
11772,chr9,22425600,22438400
11773,chr9,22438400,22451200
11774,chr9,22451200,22464000
11775,chr9,22464000,22476800
11776,chr9,22489600,22502400
11777,chr9,22515200,22528000
11778,chr9,22528000,22540800
11779,chr9,22540800,22553600
11780,chr9,22553600,22566400
11781,chr9,22566400,22579200
11782,chr9,22579200,22592000
11783,chr9,22592000,22604800
11784,chr9,22604800,22617600
11785,chr9,22617600,22630400
11786,chr9,22630400,22643200
11787,chr9,22643200,22656000
11788,chr9,22656000,22668800
11789,chr9,22668800,22681600
11790,chr9,22681600,22694400
11791,chr9,22707200,22720000
11792,chr9,22720000,22732800
11793,chr9,22758400,22771200
11794,chr9,22771200,22784000
11795,chr9,22784000,22796800
11796,chr9,22796800,22809600
11797,chr9,22809600,22822400
11798,chr9,22822400,22835200
11799,chr9,22835200,22848000
11800,chr9,22848000,22860800
11801,chr9,22860800,22873600
11802,chr9,22873600,22886400
11803,chr9,22886400,22899200
11804,chr9,22899200,22912000
11805,chr9,22924800,22937600
11806,chr9,22937600,22950400
11807,chr9,22950400,22963200
11808,chr9,22963200,22976000
11809,chr9,22976000,22988800
11810,chr9,22988800,23001600
11811,chr9,23001600,23014400
11812,chr9,23027200,23040000
11813,chr9,23040000,23052800
11814,chr9,23052800,23065600
11815,chr9,23065600,23078400
11816,chr9,23078400,23091200
11817,chr9,23091200,23104000
11818,chr9,23104000,23116800
11819,chr9,23116800,23129600
11820,chr9,23129600,23142400
11821,chr9,23142400,23155200
11822,chr9,23155200,23168000
11823,chr9,23168000,23180800
11824,chr9,23180800,23193600
11825,chr9,23193600,23206400
11826,chr9,23206400,23219200
11827,chr9,23219200,23232000
11828,chr9,23232000,23244800
11829,chr9,23244800,23257600
11830,chr9,23270400,23283200
11831,chr9,23283200,23296000
11832,chr9,23296000,23308800
11833,chr9,23308800,23321600
11834,chr9,23321600,23334400
11835,chr9,23334400,23347200
11836,chr9,23347200,23360000
11837,chr9,23360000,23372800
11838,chr9,23411200,23424000
11839,chr9,23424000,23436800
11840,chr9,23436800,23449600
11841,chr9,23449600,23462400
11842,chr9,23462400,23475200
11843,chr9,23475200,23488000
11844,chr9,23488000,23500800
11845,chr9,23500800,23513600
11846,chr9,23513600,23526400
11847,chr9,23526400,23539200
11848,chr9,23539200,23552000
11849,chr9,23552000,23564800
11850,chr9,23564800,23577600
11851,chr9,23577600,23590400
11852,chr9,23590400,23603200
11853,chr9,23603200,23616000
11854,chr9,23616000,23628800
11855,chr9,23628800,23641600
11856,chr9,23641600,23654400
11857,chr9,23654400,23667200
11858,chr9,23667200,23680000
11859,chr9,23680000,23692800
11860,chr9,23692800,23705600
11861,chr9,23705600,23718400
11862,chr9,23718400,23731200
11863,chr9,23731200,23744000
11864,chr9,23744000,23756800
11865,chr9,23756800,23769600
11866,chr9,23769600,23782400
11867,chr9,23782400,23795200
11868,chr9,23795200,23808000
11869,chr9,23846400,23859200
11870,chr9,23859200,23872000
11871,chr9,23872000,23884800
11872,chr9,23923200,23936000
11873,chr9,23936000,23948800
11874,chr9,23948800,23961600
11875,chr9,23961600,23974400
11876,chr9,23974400,23987200
11877,chr9,23987200,24000000
11878,chr9,24000000,24012800
11879,chr9,24012800,24025600
11880,chr9,24025600,24038400
11881,chr9,24038400,24051200
11882,chr9,24051200,24064000
11883,chr9,24064000,24076800
11884,chr9,24076800,24089600
11885,chr9,24089600,24102400
11886,chr9,24115200,24128000
11887,chr9,24128000,24140800
11888,chr9,24140800,24153600
11889,chr9,24153600,24166400
11890,chr9,24166400,24179200
11891,chr9,24192000,24204800
11892,chr9,24204800,24217600
11893,chr9,24230400,24243200
11894,chr9,24243200,24256000
11895,chr9,24256000,24268800
11896,chr9,24268800,24281600
11897,chr9,24281600,24294400
11898,chr9,24294400,24307200
11899,chr9,24307200,24320000
11900,chr9,24320000,24332800
11901,chr9,24332800,24345600
11902,chr9,24345600,24358400
11903,chr9,24358400,24371200
11904,chr9,24371200,24384000
11905,chr9,24384000,24396800
11906,chr9,24396800,24409600
11907,chr9,24409600,24422400
11908,chr9,24422400,24435200
11909,chr9,24435200,24448000
11910,chr9,24448000,24460800
11911,chr9,24460800,24473600
11912,chr9,24524800,24537600
11913,chr9,24537600,24550400
11914,chr9,24550400,24563200
11915,chr9,24588800,24601600
11916,chr9,24601600,24614400
11917,chr9,24614400,24627200
11918,chr9,24627200,24640000
11919,chr9,24640000,24652800
11920,chr9,24652800,24665600
11921,chr9,24665600,24678400
11922,chr9,24678400,24691200
11923,chr9,24691200,24704000
11924,chr9,24704000,24716800
11925,chr9,24716800,24729600
11926,chr9,24729600,24742400
11927,chr9,24742400,24755200
11928,chr9,24755200,24768000
11929,chr9,24768000,24780800
11930,chr9,24780800,24793600
11931,chr9,24793600,24806400
11932,chr9,24806400,24819200
11933,chr9,24819200,24832000
11934,chr9,24832000,24844800
11935,chr9,24857600,24870400
11936,chr9,24870400,24883200
11937,chr9,24883200,24896000
11938,chr9,24896000,24908800
11939,chr9,24908800,24921600
11940,chr9,24947200,24960000
11941,chr9,24960000,24972800
11942,chr9,24972800,24985600
11943,chr9,24985600,24998400
11944,chr9,24998400,25011200
11945,chr9,25011200,25024000
11946,chr9,25024000,25036800
11947,chr9,25049600,25062400
11948,chr9,25088000,25100800
11949,chr9,25113600,25126400
11950,chr9,25126400,25139200
11951,chr9,25139200,25152000
11952,chr9,25152000,25164800
11953,chr9,25164800,25177600
11954,chr9,25177600,25190400
11955,chr9,25190400,25203200
11956,chr9,25203200,25216000
11957,chr9,25216000,25228800
11958,chr9,25228800,25241600
11959,chr9,25241600,25254400
11960,chr9,25280000,25292800
11961,chr9,25292800,25305600
11962,chr9,25331200,25344000
11963,chr9,25344000,25356800
11964,chr9,25356800,25369600
11965,chr9,25369600,25382400
11966,chr9,25382400,25395200
11967,chr9,25395200,25408000
11968,chr9,25408000,25420800
11969,chr9,25420800,25433600
11970,chr9,25433600,25446400
11971,chr9,25446400,25459200
11972,chr9,25459200,25472000
11973,chr9,25472000,25484800
11974,chr9,25484800,25497600
11975,chr9,25497600,25510400
11976,chr9,25510400,25523200
11977,chr9,25523200,25536000
11978,chr9,25536000,25548800
11979,chr9,25548800,25561600
11980,chr9,25574400,25587200
11981,chr9,25587200,25600000
11982,chr9,25600000,25612800
11983,chr9,25612800,25625600
11984,chr9,25625600,25638400
11985,chr9,25638400,25651200
11986,chr9,25651200,25664000
11987,chr9,25664000,25676800
11988,chr9,25676800,25689600
11989,chr9,25689600,25702400
11990,chr9,25702400,25715200
11991,chr9,25715200,25728000
11992,chr9,25728000,25740800
11993,chr9,25740800,25753600
11994,chr9,25753600,25766400
11995,chr9,25766400,25779200
11996,chr9,25779200,25792000
11997,chr9,25792000,25804800
11998,chr9,25817600,25830400
11999,chr9,25830400,25843200
12000,chr9,25843200,25856000
12001,chr9,25856000,25868800
12002,chr9,25868800,25881600
12003,chr9,25894400,25907200
12004,chr9,25920000,25932800
12005,chr9,25932800,25945600
12006,chr9,25945600,25958400
12007,chr9,25984000,25996800
12008,chr9,25996800,26009600
12009,chr9,26009600,26022400
12010,chr9,26022400,26035200
12011,chr9,26035200,26048000
12012,chr9,26048000,26060800
12013,chr9,26060800,26073600
12014,chr9,26073600,26086400
12015,chr9,26086400,26099200
12016,chr9,26099200,26112000
12017,chr9,26112000,26124800
12018,chr9,26124800,26137600
12019,chr9,26137600,26150400
12020,chr9,26150400,26163200
12021,chr9,26163200,26176000
12022,chr9,26176000,26188800
12023,chr9,26188800,26201600
12024,chr9,26201600,26214400
12025,chr9,26214400,26227200
12026,chr9,26227200,26240000
12027,chr9,26265600,26278400
12028,chr9,26278400,26291200
12029,chr9,26291200,26304000
12030,chr9,26304000,26316800
12031,chr9,26316800,26329600
12032,chr9,26329600,26342400
12033,chr9,26342400,26355200
12034,chr9,26355200,26368000
12035,chr9,26368000,26380800
12036,chr9,26380800,26393600
12037,chr9,26393600,26406400
12038,chr9,26406400,26419200
12039,chr9,26432000,26444800
12040,chr9,26444800,26457600
12041,chr9,26457600,26470400
12042,chr9,26470400,26483200
12043,chr9,26483200,26496000
12044,chr9,26496000,26508800
12045,chr9,26508800,26521600
12046,chr9,26521600,26534400
12047,chr9,26534400,26547200
12048,chr9,26547200,26560000
12049,chr9,26560000,26572800
12050,chr9,26572800,26585600
12051,chr9,26585600,26598400
12052,chr9,26598400,26611200
12053,chr9,26611200,26624000
12054,chr9,26624000,26636800
12055,chr9,26636800,26649600
12056,chr9,26649600,26662400
12057,chr9,26662400,26675200
12058,chr9,26675200,26688000
12059,chr9,26688000,26700800
12060,chr9,26700800,26713600
12061,chr9,26713600,26726400
12062,chr9,26726400,26739200
12063,chr9,26739200,26752000
12064,chr9,26752000,26764800
12065,chr9,26764800,26777600
12066,chr9,26777600,26790400
12067,chr9,26790400,26803200
12068,chr9,26803200,26816000
12069,chr9,26816000,26828800
12070,chr9,26828800,26841600
12071,chr9,26841600,26854400
12072,chr9,26854400,26867200
12073,chr9,26867200,26880000
12074,chr9,26880000,26892800
12075,chr9,26892800,26905600
12076,chr9,26905600,26918400
12077,chr9,26918400,26931200
12078,chr9,26931200,26944000
12079,chr9,26944000,26956800
12080,chr9,26956800,26969600
12081,chr9,26969600,26982400
12082,chr9,26982400,26995200
12083,chr9,26995200,27008000
12084,chr9,27008000,27020800
12085,chr9,27020800,27033600
12086,chr9,27033600,27046400
12087,chr9,27046400,27059200
12088,chr9,27059200,27072000
12089,chr9,27072000,27084800
12090,chr9,27084800,27097600
12091,chr9,27097600,27110400
12092,chr9,27110400,27123200
12093,chr9,27123200,27136000
12094,chr9,27136000,27148800
12095,chr9,27148800,27161600
12096,chr9,27161600,27174400
12097,chr9,27174400,27187200
12098,chr9,27187200,27200000
12099,chr9,27200000,27212800
12100,chr9,27212800,27225600
12101,chr9,27225600,27238400
12102,chr9,27238400,27251200
12103,chr9,27251200,27264000
12104,chr9,27264000,27276800
12105,chr9,27276800,27289600
12106,chr9,27289600,27302400
12107,chr9,27302400,27315200
12108,chr9,27315200,27328000
12109,chr9,27328000,27340800
12110,chr9,27340800,27353600
12111,chr9,27353600,27366400
12112,chr9,27366400,27379200
12113,chr9,27379200,27392000
12114,chr9,27392000,27404800
12115,chr9,27404800,27417600
12116,chr9,27417600,27430400
12117,chr9,27430400,27443200
12118,chr9,27443200,27456000
12119,chr9,27456000,27468800
12120,chr9,27468800,27481600
12121,chr9,27494400,27507200
12122,chr9,27507200,27520000
12123,chr9,27520000,27532800
12124,chr9,27532800,27545600
12125,chr9,27545600,27558400
12126,chr9,27558400,27571200
12127,chr9,27571200,27584000
12128,chr9,27584000,27596800
12129,chr9,27596800,27609600
12130,chr9,27609600,27622400
12131,chr9,27622400,27635200
12132,chr9,27635200,27648000
12133,chr9,27648000,27660800
12134,chr9,27660800,27673600
12135,chr9,27673600,27686400
12136,chr9,27699200,27712000
12137,chr9,27712000,27724800
12138,chr9,27724800,27737600
12139,chr9,27737600,27750400
12140,chr9,27750400,27763200
12141,chr9,27763200,27776000
12142,chr9,27776000,27788800
12143,chr9,27788800,27801600
12144,chr9,27801600,27814400
12145,chr9,27814400,27827200
12146,chr9,27827200,27840000
12147,chr9,27840000,27852800
12148,chr9,27852800,27865600
12149,chr9,27865600,27878400
12150,chr9,27878400,27891200
12151,chr9,27891200,27904000
12152,chr9,27904000,27916800
12153,chr9,27916800,27929600
12154,chr9,27929600,27942400
12155,chr9,27942400,27955200
12156,chr9,27955200,27968000
12157,chr9,27968000,27980800
12158,chr9,27980800,27993600
12159,chr9,27993600,28006400
12160,chr9,28006400,28019200
12161,chr9,28019200,28032000
12162,chr9,28032000,28044800
12163,chr9,28044800,28057600
12164,chr9,28057600,28070400
12165,chr9,28070400,28083200
12166,chr9,28083200,28096000
12167,chr9,28096000,28108800
12168,chr9,28147200,28160000
12169,chr9,28160000,28172800
12170,chr9,28172800,28185600
12171,chr9,28185600,28198400
12172,chr9,28198400,28211200
12173,chr9,28211200,28224000
12174,chr9,28224000,28236800
12175,chr9,28236800,28249600
12176,chr9,28249600,28262400
12177,chr9,28288000,28300800
12178,chr9,28313600,28326400
12179,chr9,28326400,28339200
12180,chr9,28352000,28364800
12181,chr9,28364800,28377600
12182,chr9,28377600,28390400
12183,chr9,28390400,28403200
12184,chr9,28403200,28416000
12185,chr9,28416000,28428800
12186,chr9,28428800,28441600
12187,chr9,28441600,28454400
12188,chr9,28454400,28467200
12189,chr9,28467200,28480000
12190,chr9,28492800,28505600
12191,chr9,28505600,28518400
12192,chr9,28518400,28531200
12193,chr9,28531200,28544000
12194,chr9,28556800,28569600
12195,chr9,28569600,28582400
12196,chr9,28595200,28608000
12197,chr9,28608000,28620800
12198,chr9,28620800,28633600
12199,chr9,28646400,28659200
12200,chr9,28672000,28684800
12201,chr9,28684800,28697600
12202,chr9,28697600,28710400
12203,chr9,28710400,28723200
12204,chr9,28723200,28736000
12205,chr9,28736000,28748800
12206,chr9,28748800,28761600
12207,chr9,28761600,28774400
12208,chr9,28774400,28787200
12209,chr9,28800000,28812800
12210,chr9,28812800,28825600
12211,chr9,28825600,28838400
12212,chr9,28838400,28851200
12213,chr9,28889600,28902400
12214,chr9,28902400,28915200
12215,chr9,28915200,28928000
12216,chr9,28928000,28940800
12217,chr9,28940800,28953600
12218,chr9,28953600,28966400
12219,chr9,28966400,28979200
12220,chr9,28979200,28992000
12221,chr9,29004800,29017600
12222,chr9,29017600,29030400
12223,chr9,29030400,29043200
12224,chr9,29043200,29056000
12225,chr9,29056000,29068800
12226,chr9,29068800,29081600
12227,chr9,29107200,29120000
12228,chr9,29120000,29132800
12229,chr9,29132800,29145600
12230,chr9,29145600,29158400
12231,chr9,29158400,29171200
12232,chr9,29171200,29184000
12233,chr9,29184000,29196800
12234,chr9,29209600,29222400
12235,chr9,29222400,29235200
12236,chr9,29235200,29248000
